0.020223048,1,0.008624535,1.009962825,0.772490706,0.072267658,1.362230483,0.473159851,0.499776952,0.253085502,0.789739777,0.039107807,0.400594796,0.999553903,0.533977695,0.098736059,0.035390335,0.510780669,0.867063197,0.086840149,0.810855019,0.480594796,0.580520446,0.373531599,1.110334572
0.018851381,1,0.012713722,1.209849481,0.54274441,0.144673389,1.248867456,0.400847581,0.404647085,0.428467047,0.513809733,0.04442496,0.540990794,0.849773491,0.696478153,0.114569633,0.051877831,0.78956598,0.81177846,0.153879877,0.765746018,0.486190267,0.665935993,0.330118369,0.969603975
0.019923749,1,0.007748124,1.132456032,0.495511007,0.075882425,1.183864223,0.359611364,0.412372402,0.282622064,0.489853647,0.069364162,0.600295167,0.596482597,0.761406961,0.17513221,0.061247079,0.761775919,0.719345714,0.053744927,0.73680974,0.532160866,0.648505719,0.272045259,0.985733612
0.051252847,1,0.041255378,0.433940774,0.861933688,0.352189319,0.335231587,0.186408504,0.1314857,0.803973678,0.523917995,0.088205518,0.862439889,0.464819033,0.61060491,0.15780815,0.048721843,0.412427234,0.648569982,0.199443179,0.837636042,0.703872437,0.784738041,0.409010377,0.483801569
0.049440121,1,0.095843614,0.434617574,0.957866768,0.312962612,0.468589865,0.252230025,0.161320934,0.74928829,0.701840957,0.111406339,0.603719871,0.885746821,0.630100588,0.248908711,0.142057316,0.651546783,0.50996394,0.248054659,0.623457962,0.423799582,0.714841526,0.294932625,0.499715316
0.032946398,1,0.00990099,1.064527142,0.730795493,0.053260498,1.330829635,0.486343462,0.487026289,0.277569136,0.843547286,0.030812564,0.415500171,1.032348925,0.532775691,0.093461932,0.039518607,0.512205531,0.938033459,0.07767156,0.911659269,0.518692386,0.609679071,0.402697166,1.219187436
0.042167861,1,0.011893499,1.200567644,0.461684011,0.111771861,1.131774564,0.397350993,0.384916881,0.422894986,0.523313961,0.045681849,0.529801325,0.849979727,0.704149209,0.107987566,0.055142587,0.773482903,0.863359914,0.142046222,0.789025544,0.455872415,0.697797,0.343695094,1.045952156
0.05143529,1,0.011952582,1.180464387,0.434799647,0.07024591,1.154697756,0.367590869,0.375820515,0.299794259,0.515136671,0.05692172,0.588517684,0.637111786,0.755168022,0.153228177,0.057705496,0.745272852,0.731654747,0.038698932,0.757225434,0.500832762,0.620358577,0.269814833,0.965121975
0.053821964,1,0.041485244,0.444000968,0.898403483,0.292331882,0.340469279,0.172472182,0.089622642,0.901790034,0.53834059,0.094581519,0.800556362,0.466860184,0.618045477,0.128447025,0.044267054,0.395984519,0.65686986,0.196298984,0.76777939,0.616956942,0.759192066,0.450290276,0.435171746
0.049913416,1,0.08668636,0.452785983,0.981155139,0.316084343,0.471630844,0.243455231,0.153712947,0.750534787,0.680248548,0.105429357,0.603952328,0.895589284,0.658653356,0.213507181,0.140979933,0.610369767,0.52673933,0.250687583,0.63349292,0.444331262,0.711520831,0.31302842,0.50891311
